직종코드3,직종명3,직종코드2,직종명2,직종코드1,직종명1
011100,의회의원·고위공무원 및 공공단체임원,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
011200,기업 고위임원,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012100,정부행정 관리자,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012200,경영지원 관리자,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012201,경영기획 부서장,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012202,인사·노무·교육·총무·감사 부서장,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012203,자재·구매 부서장,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012204,재무·회계·경리 부서장,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012205,기타 경영지원 서비스 관리자,011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012300,마케팅·광고·홍보 관리자(부서장),011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
012400,금융·보험 관리자(부서장),011,행정·경영·금융·보험 관리직,01,경영·사무·금융·보험
013100,연구 관리자,012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013200,교육 관리자(부서장),012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013300,법률·경찰·소방·교도 관리자,012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013400,보건·의료 관리자(부서장),012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013500,사회복지 관리자(부서장),012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013600,예술·디자인·방송 관리자(부서장),012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013700,정보통신 관리자(부서장),012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013900,부동산·조사·인력알선 및 기타 전문서비스 관리자,012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013901,부동산·임대업 관리자,012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013902,아파트 관리소장,012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013903,빌딩 관리소장,012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
013904,"조사, 인력공급·알선 및 기타 전문서비스 관리자(부서장)",012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
014100,미용·여행·숙박·스포츠 관리자,012,교육·법률·복지·의료·예술·방송·정보통신 등 전문서비스 관리직,01,경영·사무·금융·보험
014101,미용·여행·숙박 관리자,013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
014102,스포츠 관리자,013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
014200,음식서비스 관리자,013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
014300,경비·청소 관리자,013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
014301,경비 관리자,013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
014302,환경·청소 관리자,013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
015100,영업·판매 관리자,013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
015101,영업 관리자(영업소장·지점장),013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
015102,판매 관리자(소규모 판매점장 제외),013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
015200,운송 관리자(부서장),013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
015900,각종 단체 및 기타 고객서비스 관리자,013,미용·여행·숙박·음식 등 개인서비스 및 영업·판매·운송 관리직,01,경영·사무·금융·보험
016100,건설·채굴 관리자(부서장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016200,전기·가스·수도 관리자(부서장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016300,제조·생산 관리자,014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016301,기계·금속·비금속 제조 관리자(공장장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016302,화학 제조 관리자(공장장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016303,섬유·의류 제조 관리자(공장장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016304,전기·전자 제조 관리자(공장장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016305,식품가공 제조 관리자(공장장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016306,기타 제품 제조 관리자(공장장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016900,기타 건설·전기 및 제조 관리자,014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016901,수리·정비 관리자(부서장),014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
016902,농림어업 및 기타 생산 관리자,014,건설·채굴·제조·생산 관리직,01,경영·사무·금융·보험
021000,정부·공공행정 전문가,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
022100,경영 컨설턴트(M&A·창업·인증심사·FTA),015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
022201,인사·노무 전문가,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
022202,HRD·교육·훈련 전문가,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
023100,회계사,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
023200,세무사,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
023301,관세사,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
023302,FTA 원산지관리사,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
023400,감정 전문가,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
023401,감정평가사,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
023402,감정사(문화재·보석·문서·음식료품 및 조향사),015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
024101,광고·홍보 전문가,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
024102,마케팅 전문가,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
024200,조사 전문가,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
024301,상품 기획자,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
024302,머천다이저(MD),015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
024400,행사 기획자,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
024401,행사·이벤트 기획자,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
024402,전시·회의 기획자,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
231400,직업상담사,015,행정·경영·회계·광고·상품기획 전문가,01,경영·사무·금융·보험
025100,조세행정 사무원,016,정부·공공행정 사무,01,경영·사무·금융·보험
025200,관세행정 사무원,016,정부·공공행정 사무,01,경영·사무·금융·보험
025300,병무행정 사무원,016,정부·공공행정 사무,01,경영·사무·금융·보험
025401,국가·지방행정 사무원,016,정부·공공행정 사무,01,경영·사무·금융·보험
025402,군무원,016,정부·공공행정 사무,01,경영·사무·금융·보험
025500,공공행정 사무원,016,정부·공공행정 사무,01,경영·사무·금융·보험
026100,기획·마케팅 사무원,016,정부·공공행정 사무,01,경영·사무·금융·보험
026101,경영 기획 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026102,마케팅·광고·홍보·상품기획 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026103,영업 기획·관리·지원 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026104,분양·임대 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026200,인사·교육·훈련 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026201,인사 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026202,노무 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026203,교육·훈련 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026300,총무 사무원 및 대학 행정조교,017,경영지원 사무,01,경영·사무·금융·보험
026301,총무 및 일반 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026302,병원행정 사무원(원무),017,경영지원 사무,01,경영·사무·금융·보험
026303,학교행정 사무원(교무),017,경영지원 사무,01,경영·사무·금융·보험
026304,대학 행정조교,017,경영지원 사무,01,경영·사무·금융·보험
026305,협회·회원단체 사무원,017,경영지원 사무,01,경영·사무·금융·보험
026306,기숙사사감 및 독서실·고시원 총무,017,경영지원 사무,01,경영·사무·금융·보험
026400,감사 사무원,017,경영지원 사무,01,경영·사무·금융·보험
215200,대학 교육 조교(TA) 및 연구 조교(RA),017,경영지원 사무,01,경영·사무·금융·보험
222000,법률 사무원,017,경영지원 사무,01,경영·사무·금융·보험
027100,회계 사무원,018,회계·경리 사무,01,경영·사무·금융·보험
027101,재무 사무원,018,회계·경리 사무,01,경영·사무·금융·보험
027102,회계 사무원(회계·세무 사무소),018,회계·경리 사무,01,경영·사무·금융·보험
027103,회계 사무원(일반 사업체),018,회계·경리 사무,01,경영·사무·금융·보험
027200,경리 사무원,018,회계·경리 사무,01,경영·사무·금융·보험
027201,경리 사무원(무역),018,회계·경리 사무,01,경영·사무·금융·보험
027202,경리 사무원(운수),018,회계·경리 사무,01,경영·사무·금융·보험
027203,경리 사무원(건설),018,회계·경리 사무,01,경영·사무·금융·보험
027204,경리 사무원(제조),018,회계·경리 사무,01,경영·사무·금융·보험
027205,경리 사무원(회계·세무 사무소),018,회계·경리 사무,01,경영·사무·금융·보험
027206,경리 사무원(일반사업체),018,회계·경리 사무,01,경영·사무·금융·보험
027207,경리 사무원(아파트·빌딩),018,회계·경리 사무,01,경영·사무·금융·보험
027208,단순 경리 사무원,018,회계·경리 사무,01,경영·사무·금융·보험
028100,무역 사무원,019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028101,무역 사무원(영어),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028102,무역 사무원(중국어),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028103,무역 사무원(일본어),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028104,무역 사무원(기타 언어),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028105,관세 사무원,019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028106,FTA 관리 사무원,019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028200,운송 사무원,019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028201,도로 운송 사무원(배차사무 포함),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028202,철도·지하철 운송 사무원,019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028203,항공 운송 사무원,019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028204,수상 운송 사무원(해상 운송),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028300,자재·구매·물류 사무원,019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028301,자재·구매 사무원(건설),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028302,자재·구매 사무원(기계·자동차·금속),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028303,자재·구매 사무원(화학·섬유·의류),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028304,자재·구매 사무원(전기·전자·컴퓨터),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028305,자재·구매 사무원(음식료품),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028306,자재·구매 사무원(일반 사업체),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028307,창고 관리원(자재 검수원 포함),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028308,물류 사무원(물류 관리사),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028400,생산·품질 사무원,019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028401,생산·품질 사무원 및 관리원(건설),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028402,생산·품질 사무원 및 관리원(기계·자동차·금속),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028403,생산·품질 사무원 및 관리원(화학·섬유·의료),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028404,생산·품질 사무원 및 관리원(전기·전자·컴퓨터),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028405,생산·품질 사무원 및 관리원(음식료품),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
028406,생산·품질 사무원 및 관리원(그 외 분야),019,무역·운송·자재·구매·생산·품질 사무,01,경영·사무·금융·보험
029100,안내·접수원 및 전화교환원,01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029101,"일반 예약·접수 사무원(AS,고장,가입 및 호텔,콘도 등 제외)",01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029102,예약·접수 사무원(A/S·고장·가입·신규발급·이전),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029103,호텔·콘도·숙박시설 프론트 사무원,01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029104,데스크 안내원,01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029105,방송 안내원,01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029200,고객 상담원 및 모니터 요원,01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029201,콜센터 매니저,01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029202,콜센터 상담원(콜센터·고객센터·CS센터),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029203,고객 상담원(학원·학습지·유학·이민),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029204,고객 상담원(금융·보험·부동산),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029205,고객 상담원(스포츠·예식·항공·여행·숙박·오락),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029206,고객 상담원(홈 및 인터넷쇼핑몰·택배·운송),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029207,고객 상담원(백화점·마트),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029208,고객 상담원(인터넷·통신),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029209,고객 상담원(A/S·고장·제품사용),01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029210,병원 코디네이터,01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029211,모니터 요원,01A,안내·접수·고객상담 사무,01,경영·사무·금융·보험
029301,통계 사무원,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029302,통계·설문 조사원(슈퍼바이저 포함),01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029400,비서,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029500,전산자료 입력원 및 사무 보조원,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029501,전산자료 입력원(DB·단순자료),01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029502,전산자료 입력원(약국·판매·대리점),01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029503,홈페이지 자료관리원(정보검색 포함),01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029504,HTML 코더,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029505,사무 보조원(공공기관),01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029506,사무 보조원(일반사업체),01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029900,기타 사무원,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029901,도서 정리원,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029902,출판·자료 편집 사무원,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029903,속기사,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029904,행정사·문서대행자,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029905,취업 알선원(직업소개소),01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
029906,부동산 중개 보조 사무원,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
134301,정보시스템 운영자,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
231400,직업상담사,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
613000,텔레마케터,01B,통계·비서·사무보조·기타 사무,01,경영·사무·금융·보험
031100,투자·신용 분석가(애널리스트),01C,금융·보험 전문가,01,경영·사무·금융·보험
031200,자산 운용가(펀드매니저),01C,금융·보험 전문가,01,경영·사무·금융·보험
031300,보험·금융상품 개발자,01C,금융·보험 전문가,01,경영·사무·금융·보험
031400,증권·외환 딜러,01C,금융·보험 전문가,01,경영·사무·금융·보험
031500,손해사정사,01C,금융·보험 전문가,01,경영·사무·금융·보험
031900,"금융 컨설턴트, PB 등 기타 금융·보험 전문가",01C,금융·보험 전문가,01,경영·사무·금융·보험
032100,은행 사무원(출납창구 제외),01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032200,증권 사무원(출납창구 제외),01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032300,보험 심사원 및 사무원,01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032400,출납창구 사무원,01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032401,출납창구 사무원(은행·농협·수협·축협),01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032402,출납창구 사무원(우체국·새마을금고),01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032403,출납창구 사무원(증권 및 기타 금융기관),01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032500,수금원 및 신용 추심원,01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032501,수금원,01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032502,신용 추심원(채권 관리원),01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032503,연체 안내원(체납 고지원),01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
032900,"카드사·신협·새마을금고·할부사, 우체국(금융부문) 등 기타 사무원",01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
033100,대출·신용카드 모집인,01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
033200,보험 모집인 및 투자 권유 대행인,01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
033201,보험 대리인 및 중개인,01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
033203,투자 권유 대행인,01D,금융·보험 사무 및 영업,01,경영·사무·금융·보험
110100,인문과학 연구원,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
110200,사회과학 연구원,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
121100,자연과학 연구원,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
121200,자연과학 시험원,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
122101,생명과학 연구원,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
122102,농어업 연구원 및 기술자,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
122103,임업 및 산림 연구원 및 기술자,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
122200,생명과학 시험원,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
122300,농림어업 시험원,021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
215200,대학 교육 조교(TA) 및 연구 조교(RA),021,인문·사회·자연·생명과학 연구 및 시험,02,연구 및 공학기술
131100,컴퓨터 하드웨어 기술자 및 연구원,022,컴퓨터하드웨어·통신공학,02,연구 및 공학기술
131200,통신공학 기술자 및 연구원,022,컴퓨터하드웨어·통신공학,02,연구 및 공학기술
131201,통신기기·장비 개발자 및 연구원,022,컴퓨터하드웨어·통신공학,02,연구 및 공학기술
131202,통신기술 개발자 및 통신망 운영 기술자,022,컴퓨터하드웨어·통신공학,02,연구 및 공학기술
131203,통신공사 감리 기술자,022,컴퓨터하드웨어·통신공학,02,연구 및 공학기술
132000,컴퓨터시스템 전문가,022,컴퓨터하드웨어·통신공학,02,연구 및 공학기술
132001,IT 컨설턴트,023,컴퓨터시스템,02,연구 및 공학기술
132002,컴퓨터시스템 설계 및 분석가,023,컴퓨터시스템,02,연구 및 공학기술
132003,IT 감리 전문가(시스템 감리),023,컴퓨터시스템,02,연구 및 공학기술
133100,시스템 소프트웨어 개발자,024,소프트웨어,02,연구 및 공학기술
133101,시스템 소프트웨어 개발자(프로그래머),024,소프트웨어,02,연구 및 공학기술
133102,펌웨어 및 임베디드 소프트웨어 프로그래머,024,소프트웨어,02,연구 및 공학기술
133200,응용 소프트웨어 개발자,024,소프트웨어,02,연구 및 공학기술
133201,JAVA 프로그래밍 언어 전문가,024,소프트웨어,02,연구 및 공학기술
133202,C언어 및 그 외 프로그래밍 언어 전문가,024,소프트웨어,02,연구 및 공학기술
133203,"범용 응용 소프트웨어 프로그래머(ERP,정보처리,재무관리 등)",024,소프트웨어,02,연구 및 공학기술
133204,"산업특화 응용 소프트웨어 프로그래머(국방,항공,교통,에너지,금융,자동차 등)",024,소프트웨어,02,연구 및 공학기술
133205,네트워크 프로그래머,024,소프트웨어,02,연구 및 공학기술
133206,게임 프로그래머,024,소프트웨어,02,연구 및 공학기술
133207,모바일 애플리케이션 프로그래머(앱·어플 개발),024,소프트웨어,02,연구 및 공학기술
133300,웹 개발자,024,소프트웨어,02,연구 및 공학기술
133301,웹 개발자(웹 엔지니어·웹 프로그래머),024,소프트웨어,02,연구 및 공학기술
133302,웹 기획자,024,소프트웨어,02,연구 및 공학기술
133900,IT 테스터 및 IT QA 전문가,024,소프트웨어,02,연구 및 공학기술
134100,데이터 전문가,025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134101,데이터 설계 및 프로그래머,025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134102,데이터 분석가(빅데이터 분석가),025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134103,데이터베이스 운영·관리자,025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134200,네트워크 시스템 개발자,025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134301,정보시스템 운영자,025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134302,네트워크 관리자(클라우딩컴퓨터운영관리자),025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134303,IT 기술지원 전문가,025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134400,웹 운영자(홈페이지 관리자),025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
134900,디지털 포렌식 전문가 및 기타 데이터·네트워크 전문가,025,데이터·네트워크 및 시스템 운영,02,연구 및 공학기술
135000,정보보안 전문가,026,정보 보안 및 통신·방송 송출,02,연구 및 공학기술
135001,정보보호 전문가,026,정보 보안 및 통신·방송 송출,02,연구 및 공학기술
135002,침해사고 대응 전문가,026,정보 보안 및 통신·방송 송출,02,연구 및 공학기술
136000,통신·방송송출 장비 기사,026,정보 보안 및 통신·방송 송출,02,연구 및 공학기술
140100,건축가(건축설계 포함),027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140200,건축공학 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140201,건축 현장소장,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140202,건축구조 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140203,"건축시공 기술자(건축견적, 공무포함)",027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140204,건축설비 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140205,건축감리 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140206,건축안전·환경·품질·에너지관리 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140300,토목공학 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140301,토목 현장소장,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140302,토목구조 설계 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140303,"토목시공 기술자(토목견적, 공무포함)",027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140304,토목감리 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140305,토목안전·환경·품질 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140400,조경 기술자,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140500,도시·교통 전문가,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140501,도시 계획·설계가,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140502,교통 계획·설계·안전·영향평가 전문가,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140600,측량·지리정보 전문가,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140601,측량사,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140602,지도제작 및 지리정보시스템 전문가,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
140700,건설자재 시험원,027,건설·채굴 연구 및 공학기술,02,연구 및 공학기술
151100,기계공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151101,산업기계공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151102,건설기계공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151103,금형공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151104,플랜트공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151105,냉난방·공조공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151106,조선·해양공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151107,항공기·철도차량 공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151108,자동차공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151109,기타 기계공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151110,기계감리 기술자,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151200,로봇공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
151300,기계·로봇공학 시험원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
152100,금속·재료공학 기술자 및 연구원,028,기계·로봇·금속·재료 연구 및 공학기술,02,연구 및 공학기술
